รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.,จำนวนเตียงที่ขอ,จำนวนเตียงเปิดจริง,สถานะ,สถานะการขอรับรอง,ระยะทางห่างจากอ.เมือง,ความเชี่ยวชาญพิเศษ,ประชากรที่รับผิดชอบ,จำนวนผู้รับบริการ,จำนวนผู้ป่วยนอก,จำนวนผู้ป่วยใน,อัตราการครองเตียง,วันนอนเฉลี่ยต่อคน,กลุ่มผู้ป่วยโรคสำคัญ
6,สระแก้ว,โรงพยาบาลสมเด็จพระยุพราชสระแก้ว,SAKAEO CROWN PRINCE HOSPITAL,10699,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),400,408,TRUE,NULL,550,1. มีสมรรถนะในการให้บริการดูแลผู้ป่วยโรคเรื้อรังโดยทีมสหสาขาวิชาชีพและภาคีเครือข่าย<br />2. มีสมรรถนะในการให้บริการระดับปฐมภูมิที่เชื่อมโยงจากโรงพยาบาลสู่ชุมชน มีสัมพันธภาพที่ดีกับชุมชนและภาคีเครือข่าย<br />3. มีสมรรถนะในการดูแลผู้ป่วยเฉพาะทางในการดูแลผู้ป่วยซับซ้อนระดับตติยภูมิตามมาตรฐาน รพ.ระดับ S (Standard level)และมีเครื่องมือชั้นสูงในการตรวจวินิจฉัย และรักษา<br />4. มีสมรรถนะในการบริหารจัดการระบบการเฝ้าระวัง ป้องกันและควบคุมโรค<br />5. มีสมรรถนะการใช้เทคโนโลยีสารสนเทศและการสื่อสาร (Digital Literacy) ,560925,ปี 2563  จำนวน  448.781 คน,239255,25661,107.36,6.01,"กลุ่มผู้ป่วยฉุกเฉิน: Stroke, STEMI, Sepsis, Trauma, TBI, PIH, PPH<br />กลุ่มโรคเรื้อรัง:NCD, CKD, COPD<br />กลุ่มโรคติดเชื้อ: TB, HIV<br />กลุ่มโรคที่มีอัตราเสียชีวิตสูง: มะเร็ง, Stroke, STEMI<br />กลุ่มโรคระบาดตามฤดูกาลในท้องถิ่น: ไข้เลือดออก<br />กลุ่มโรคจากปัญหาสาธารณสุขชายแดน :TB, Covid-19<br />ภาวะเสี่ยงและคุกคามต่อสุขภาพ: teenage pragnency, อุบัติเหตุการจราจร จมน้ำ  "
10,ศรีสะเกษ,โรงพยาบาลศรีสะเกษ,SISAKET HOSPITAL,10700,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลศูนย์(รพศ.),788,974,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,ยโสธร,โรงพยาบาลยโสธร,YASOTHON  HOSPITAL,10701,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),370,422,TRUE,(คณะอนุกรรมการ)พิจารณารับรอง,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,ชัยภูมิ,โรงพยาบาลชัยภูมิ,CHAIYAPHUM HOSPITAL,10702,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),600,736,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,อำนาจเจริญ,โรงพยาบาลอำนาจเจริญ,AMNATCHAROEN HOSPITAL,10703,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),330,406,TRUE,รอการจัดเยี่ยมสำรวจ,1,"ระบบเครือข่ายการบริการผู้ป่วยแบบองค์รวมโรค Stroke , STEMI, โรคกระดูกและข้อ โดยเฉพาะในกลุ่มผู้สูงอายุ",131086,ปี 2564 (1 ตุลาคม 2563 - 30 กันยายน 2564),416801,115194,90.17,4.27," 1. Sepsis(Pneumonia)    2.  CKD, Stage 5   3.  UGIB    4. STEMI    5. Stroke   "
8,หนองบัวลำภู,โรงพยาบาลหนองบัวลำภู,NONGBUALAMPHU HOSPITAL,10704,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),350,353,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,เลย,โรงพยาบาลเลย,LOEI HOSPITAL,10705,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),450,473,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,หนองคาย,โรงพยาบาลหนองคาย,NONGKHAI HOSPITAL,10706,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),350,429,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,มหาสารคาม,โรงพยาบาลมหาสารคาม,MAHASARAKHAM HOSPITAL,10707,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),472,580,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,ร้อยเอ็ด,โรงพยาบาลร้อยเอ็ด,ROI ET HOSPITAL,10708,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลศูนย์(รพศ.),820,988,TRUE,NULL,0,1. มีความสามารถด้านการรักษามะเร็งแบบบูรณาการ <br />2. มีความสามารถด้านการรักษาผู้ป่วยอุบัติเหตุทางสมอง,1309708,ปี 2564 (เดือนตุลาคม 2563 - กันยายน 2564),841130,69563,116.27,7.22,"DM, HT, CKD, Cancer, Stroke, STEMI, Sepsis, Head injury, Multiple injuries<br />"
7,กาฬสินธุ์,โรงพยาบาลกาฬสินธุ์,KALASIN HOSPITAL,10709,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),540,562,TRUE,NULL,0,1.ระดับความเป็นเลิศทางการแพทย์สาขาการบาดเจ็บและการแพทย์ฉุกเฉิน (Trauma)ระดับ 2,0,ปี2563 (ตุลาคม 2563-กันยายน2564),394762,41156,92.9,4.46,1.เบาหวาน 2.ความดันโลหิตสูง 3. Stroke   4. STEMI  5.Sepsis 6.LBW 7. Birth Asphyxia 8.Head injury
8,สกลนคร,โรงพยาบาลสกลนคร,SAKONNAKHON HOSPITAL,10710,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลศูนย์(รพศ.),768,981,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,นครพนม,โรงพยาบาลนครพนม,NAKHONPHANOM HOSPITAL,10711,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),345,405,TRUE,NULL,0,ทดสอบ,0,ปี 2563 ,0,0,0,0,ทดสอบ
10,มุกดาหาร,โรงพยาบาลมุกดาหาร,MUKDAHAN HOSPITAL,10712,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),301,301,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลนครพิงค์,NAKORNPING HOSPITAL,10713,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลศูนย์(รพศ.),519,665,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,ลำพูน,โรงพยาบาลลำพูน,LAMPHUN HOSPITAL,10714,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),436,411,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,แพร่,โรงพยาบาลแพร่,PHRAE HOSPITAL,10715,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),520,502,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,น่าน,โรงพยาบาลน่าน,NAN HOSPITAL,10716,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),502,475,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,พะเยา,โรงพยาบาลพะเยา,PHAYAO HOSPITAL,10717,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),360,373,TRUE,NULL,2,Glaucoma clinic<br />ผ่าตัดปะแก้วหู ผ่าตัดริดสีดวงจมูกโดยวิธีการส่องกล้อง<br />พัฒนาการและการเติบโตสมวัย<br />ทันตกรรมอนุสาขาศัลยกรรมช่องปากและแม็กซิลโลเฟเชียล,0,ปี 2563 (กันยายน 2562 - ตุลาคม 2563,448274,27005,74.99,4.05,DM<br />HT<br />COPD<br />AIDs<br />TB
